gmap_id,name,address,estado,ciudad,latitude,longitude,avg_rating,recommendations,rec_name,rec_address,rec_estado,rec_ciudad,rec_latitude,rec_longitude,rec_avg_rating
0x89c6c6d1a0a2897f:0x94040d57f01cde9a,Fu Man Lou,"Fu Man Lou, 5940 Market St, Philadelphia, PA 19139",PA,Philadelphia,39.9617337,-75.2403286,3.0,0x89c6c6d1a0a2897f:0x94040d57f01cde9a,Fu Man Lou,"Fu Man Lou, 5940 Market St, Philadelphia, PA 19139",PA,Philadelphia,39.9617337,-75.2403286,3.0
0x89c6b75e114352ef:0x1969b9099295dc7b,The Breakfast Boutique,"The Breakfast Boutique, 6830 Ogontz Ave, Philadelphia, PA 19138",PA,Philadelphia,40.0586693,-75.14974959999999,4.1,0x89c6b75e114352ef:0x1969b9099295dc7b,The Breakfast Boutique,"The Breakfast Boutique, 6830 Ogontz Ave, Philadelphia, PA 19138",PA,Philadelphia,40.0586693,-75.14974959999999,4.1
0x89c6b690cc71960d:0x32f37d36fa2cefca,El Provocon Restaurante,"El Provocon Restaurante, 6620 Castor Ave, Philadelphia, PA 19149",PA,Philadelphia,40.0427255,-75.0744989,3.7,0x89c6b690cc71960d:0x32f37d36fa2cefca,El Provocon Restaurante,"El Provocon Restaurante, 6620 Castor Ave, Philadelphia, PA 19149",PA,Philadelphia,40.0427255,-75.0744989,3.7
0x89c6b7bb99e57b3f:0x848db9fa982f6695,Rising Sun Chinese Restaurant,"Rising Sun Chinese Restaurant, 102 Wyoming Ave, Philadelphia, PA 19120",PA,Philadelphia,40.0213413,-75.1242394,4.3,0x89c6b7bb99e57b3f:0x848db9fa982f6695,Rising Sun Chinese Restaurant,"Rising Sun Chinese Restaurant, 102 Wyoming Ave, Philadelphia, PA 19120",PA,Philadelphia,40.0213413,-75.1242394,4.3
0x89c6b41fa8dae7e7:0xcb71941e1c2a35c5,Jim's Steaks,"Jim's Steaks, 2311 Cottman Ave, Philadelphia, PA 19149",PA,Philadelphia,40.0483333,-75.0583333,3.5,0x89c6b41fa8dae7e7:0xcb71941e1c2a35c5,Jim's Steaks,"Jim's Steaks, 2311 Cottman Ave, Philadelphia, PA 19149",PA,Philadelphia,40.0483333,-75.0583333,3.5
0x89c6c6ffcdc43a8d:0xa5102f938646ca13,Golden Box,"Golden Box, 25 S 52nd St, Philadelphia, PA 19139",PA,Philadelphia,39.9591505,-75.2248134,4.7,0x89c6c6ffcdc43a8d:0xa5102f938646ca13,Golden Box,"Golden Box, 25 S 52nd St, Philadelphia, PA 19139",PA,Philadelphia,39.9591505,-75.2248134,4.7
0x89c6b7c7e21d3fdd:0x6064cfbca926b093,McDonald's,"McDonald's, 4163 Whitaker Ave, Philadelphia, PA 19124, United States",PA,Philadelphia,40.012418,-75.119005,3.4,0x89c6b7c7e21d3fdd:0x6064cfbca926b093,McDonald's,"McDonald's, 4163 Whitaker Ave, Philadelphia, PA 19124, United States",PA,Philadelphia,40.012418,-75.119005,3.4
0x89c6c7ee5622f3bd:0x2052ccb24c093b17,Big Catch Poke,"Big Catch Poke, 1840 E Passyunk Ave, Philadelphia, PA 19148",PA,Philadelphia,39.9267197,-75.1673635,4.9,0x89c6c7ee5622f3bd:0x2052ccb24c093b17,Big Catch Poke,"Big Catch Poke, 1840 E Passyunk Ave, Philadelphia, PA 19148",PA,Philadelphia,39.9267197,-75.1673635,4.9
0x89c6c88794bc1407:0x1b529673eb31862,Stripp'd Juice,"Stripp'd Juice, 263 N 3rd St, Philadelphia, PA 19106",PA,Philadelphia,39.9557624,-75.14423479999999,4.4,0x89c6c88794bc1407:0x1b529673eb31862,Stripp'd Juice,"Stripp'd Juice, 263 N 3rd St, Philadelphia, PA 19106",PA,Philadelphia,39.9557624,-75.14423479999999,4.4
0x89c6b41fa8dae7e7:0xcb71941e1c2a35c5,Jim's Steaks,"Jim's Steaks, 2311 Cottman Ave, Philadelphia, PA 19149",PA,Philadelphia,40.0483333,-75.0583333,3.5,0x89c6b41fa8dae7e7:0xcb71941e1c2a35c5,Jim's Steaks,"Jim's Steaks, 2311 Cottman Ave, Philadelphia, PA 19149",PA,Philadelphia,40.0483333,-75.0583333,3.5
0x89c6b798677067f1:0x12a62431de45f4f2,El Fuerte Grocery & Deli,"El Fuerte Grocery & Deli, 5008 N 5th St, Philadelphia, PA 19120",PA,Philadelphia,40.0275708,-75.1326157,4.5,0x89c6b798677067f1:0x12a62431de45f4f2,El Fuerte Grocery & Deli,"El Fuerte Grocery & Deli, 5008 N 5th St, Philadelphia, PA 19120",PA,Philadelphia,40.0275708,-75.1326157,4.5
0x89c6b849c2cfc931:0x6e7e663b808ac84f,Nick's Famous Pizza,"Nick's Famous Pizza, 5810 Greene St # 5, Philadelphia, PA 19144",PA,Philadelphia,40.0351845,-75.1786335,4.0,0x89c6b849c2cfc931:0x6e7e663b808ac84f,Nick's Famous Pizza,"Nick's Famous Pizza, 5810 Greene St # 5, Philadelphia, PA 19144",PA,Philadelphia,40.0351845,-75.1786335,4.0
0x89c6b30ad27c9909:0x367e6fdc836d7215,Kin Wha Garden,"Kin Wha Garden, 11720 Bustleton Ave, Philadelphia, PA 19116",PA,Philadelphia,40.1196668,-75.0181791,4.6,0x89c6b30ad27c9909:0x367e6fdc836d7215,Kin Wha Garden,"Kin Wha Garden, 11720 Bustleton Ave, Philadelphia, PA 19116",PA,Philadelphia,40.1196668,-75.0181791,4.6
0x89c6b7d6508fdf6f:0xa3659f71367c3747,Clearfield Restaurant,"Clearfield Restaurant, 3100 G St, Philadelphia, PA 19134",PA,Philadelphia,39.9952759,-75.1159139,4.0,0x89c6b7d6508fdf6f:0xa3659f71367c3747,Clearfield Restaurant,"Clearfield Restaurant, 3100 G St, Philadelphia, PA 19134",PA,Philadelphia,39.9952759,-75.1159139,4.0
0x89c6c9e7138ca187:0x573fedaf9333952a,Tamarind Thai Restaurant,"Tamarind Thai Restaurant, 117 South St, Philadelphia, PA 19147",PA,Philadelphia,39.9412489,-75.14467979999999,4.4,0x89c6c9e7138ca187:0x573fedaf9333952a,Tamarind Thai Restaurant,"Tamarind Thai Restaurant, 117 South St, Philadelphia, PA 19147",PA,Philadelphia,39.9412489,-75.14467979999999,4.4
0x89c6c7eec2f912e3:0x6d94d4f037e6bac7,Hong Kong Restaurant,"Hong Kong Restaurant, 2218 W Diamond St, Philadelphia, PA 19121",PA,Philadelphia,39.9863794,-75.1701966,3.9,0x89c6c7eec2f912e3:0x6d94d4f037e6bac7,Hong Kong Restaurant,"Hong Kong Restaurant, 2218 W Diamond St, Philadelphia, PA 19121",PA,Philadelphia,39.9863794,-75.1701966,3.9
0x89c6c7eec2f912e3:0x6d94d4f037e6bac7,Hong Kong Restaurant,"Hong Kong Restaurant, 2218 W Diamond St, Philadelphia, PA 19121",PA,Philadelphia,39.9863794,-75.1701966,3.9,0x89c6c7eec2f912e3:0x6d94d4f037e6bac7,Hong Kong Restaurant,"Hong Kong Restaurant, 2218 W Diamond St, Philadelphia, PA 19121",PA,Philadelphia,39.9863794,-75.1701966,3.9
0x89c6c6d1a0a2897f:0x94040d57f01cde9a,Fu Man Lou,"Fu Man Lou, 5940 Market St, Philadelphia, PA 19139",PA,Philadelphia,39.9617337,-75.2403286,3.0,0x89c6c6d1a0a2897f:0x94040d57f01cde9a,Fu Man Lou,"Fu Man Lou, 5940 Market St, Philadelphia, PA 19139",PA,Philadelphia,39.9617337,-75.2403286,3.0
0x89c6c6281e686399:0xa0ffdfc91453457,Hamifgash Restaurant,"Hamifgash Restaurant, 811 Sansom St, Philadelphia, PA 19107",PA,Philadelphia,39.9489947,-75.1546205,4.0,0x89c6c6281e686399:0xa0ffdfc91453457,Hamifgash Restaurant,"Hamifgash Restaurant, 811 Sansom St, Philadelphia, PA 19107",PA,Philadelphia,39.9489947,-75.1546205,4.0
0x89c6b4885cde1c57:0x4632e54a1bc67f36,John's New Pizza & Restaurant,"John's New Pizza & Restaurant, 4312 Megargee St, Philadelphia, PA 19136",PA,Philadelphia,40.0483579,-75.0121344,4.0,0x89c6b4885cde1c57:0x4632e54a1bc67f36,John's New Pizza & Restaurant,"John's New Pizza & Restaurant, 4312 Megargee St, Philadelphia, PA 19136",PA,Philadelphia,40.0483579,-75.0121344,4.0
0x89c6b9b0a83208fd:0x2a81f3eeaa15544b,Five Star Restaurant,"Five Star Restaurant, 6667 Germantown Ave, Philadelphia, PA 19119",PA,Philadelphia,40.051228,-75.184924,4.1,0x89c6b9b0a83208fd:0x2a81f3eeaa15544b,Five Star Restaurant,"Five Star Restaurant, 6667 Germantown Ave, Philadelphia, PA 19119",PA,Philadelphia,40.051228,-75.184924,4.1
0x89c6c9dbd5a20303:0x3f2be79d06f1de1d,Oh Brother Philly,"Oh Brother Philly, 206 Market St, Philadelphia, PA 19106, United States",PA,Philadelphia,39.9496989,-75.1441608,4.6,0x89c6c9dbd5a20303:0x3f2be79d06f1de1d,Oh Brother Philly,"Oh Brother Philly, 206 Market St, Philadelphia, PA 19106, United States",PA,Philadelphia,39.9496989,-75.1441608,4.6
0x89c6b70ad9029939:0x2518ef60a3854e99,Panda Garden,"Panda Garden, 5651 N 5th St, Philadelphia, PA 19120",PA,Philadelphia,40.0375795,-75.13011449999999,3.6,0x89c6b70ad9029939:0x2518ef60a3854e99,Panda Garden,"Panda Garden, 5651 N 5th St, Philadelphia, PA 19120",PA,Philadelphia,40.0375795,-75.13011449999999,3.6
0x89c6c82b4293d8d1:0xdfdd5e81d55fe1e0,Momentos Pizza,"Momentos Pizza, 2317 E Clearfield St, Philadelphia, PA 19134",PA,Philadelphia,39.9879829,-75.1093052,4.3,0x89c6c82b4293d8d1:0xdfdd5e81d55fe1e0,Momentos Pizza,"Momentos Pizza, 2317 E Clearfield St, Philadelphia, PA 19134",PA,Philadelphia,39.9879829,-75.1093052,4.3
0x89c6c6241f3c7b9f:0x930caac2a2cf27de,Ristorante Aroma,"Ristorante Aroma, 1120 Pine St, Philadelphia, PA 19107",PA,Philadelphia,39.9448762,-75.1607628,4.7,0x89c6c6241f3c7b9f:0x930caac2a2cf27de,Ristorante Aroma,"Ristorante Aroma, 1120 Pine St, Philadelphia, PA 19107",PA,Philadelphia,39.9448762,-75.1607628,4.7
0x89c6b5d7e440e871:0x4f05ee2fc016998d,King Wok,"King Wok, 5901 Torresdale Ave, Philadelphia, PA 19135",PA,Philadelphia,40.0169387,-75.0603275,4.0,0x89c6b5d7e440e871:0x4f05ee2fc016998d,King Wok,"King Wok, 5901 Torresdale Ave, Philadelphia, PA 19135",PA,Philadelphia,40.0169387,-75.0603275,4.0
0x89c6b7d6a212e5bb:0x109d24fb87e187fd,Crown Fried Chicken,"Crown Fried Chicken, 849 E Allegheny Ave, Philadelphia, PA 19134",PA,Philadelphia,39.9986534,-75.1145629,3.9,0x89c6b7d6a212e5bb:0x109d24fb87e187fd,Crown Fried Chicken,"Crown Fried Chicken, 849 E Allegheny Ave, Philadelphia, PA 19134",PA,Philadelphia,39.9986534,-75.1145629,3.9
0x89c6b73862394d0f:0xd08834e7cace259d,Popeyes Louisiana Kitchen,"Popeyes Louisiana Kitchen, 915 Levick St, Philadelphia, PA 19111",PA,Philadelphia,40.0452033,-75.0866879,3.8,0x89c6b73862394d0f:0xd08834e7cace259d,Popeyes Louisiana Kitchen,"Popeyes Louisiana Kitchen, 915 Levick St, Philadelphia, PA 19111",PA,Philadelphia,40.0452033,-75.0866879,3.8
0x89c6b3c11dfae0d1:0x2eac761df1905a3a,Slack's Hoagie Shack Grant Avenue,"Slack's Hoagie Shack Grant Avenue, 1619 Grant Ave # 14, Philadelphia, PA 19115",PA,Philadelphia,40.087845,-75.039363,3.8,0x89c6b3c11dfae0d1:0x2eac761df1905a3a,Slack's Hoagie Shack Grant Avenue,"Slack's Hoagie Shack Grant Avenue, 1619 Grant Ave # 14, Philadelphia, PA 19115",PA,Philadelphia,40.087845,-75.039363,3.8
0x89c6b7a6a6fcd859:0x727c8623662aad69,Wild Crab,"Wild Crab, 3400 Aramingo Ave, Philadelphia, PA 19134",PA,Philadelphia,39.9924676,-75.1013555,3.9,0x89c6b7a6a6fcd859:0x727c8623662aad69,Wild Crab,"Wild Crab, 3400 Aramingo Ave, Philadelphia, PA 19134",PA,Philadelphia,39.9924676,-75.1013555,3.9
0x89c6b30ad27c9909:0x367e6fdc836d7215,Kin Wha Garden,"Kin Wha Garden, 11720 Bustleton Ave, Philadelphia, PA 19116",PA,Philadelphia,40.1196668,-75.0181791,4.6,0x89c6b30ad27c9909:0x367e6fdc836d7215,Kin Wha Garden,"Kin Wha Garden, 11720 Bustleton Ave, Philadelphia, PA 19116",PA,Philadelphia,40.1196668,-75.0181791,4.6
0x89c6b5d7e440e871:0x4f05ee2fc016998d,King Wok,"King Wok, 5901 Torresdale Ave, Philadelphia, PA 19135",PA,Philadelphia,40.0169387,-75.0603275,4.0,0x89c6b5d7e440e871:0x4f05ee2fc016998d,King Wok,"King Wok, 5901 Torresdale Ave, Philadelphia, PA 19135",PA,Philadelphia,40.0169387,-75.0603275,4.0
0x89c6b75e114352ef:0x1969b9099295dc7b,The Breakfast Boutique,"The Breakfast Boutique, 6830 Ogontz Ave, Philadelphia, PA 19138",PA,Philadelphia,40.0586693,-75.14974959999999,4.1,0x89c6b75e114352ef:0x1969b9099295dc7b,The Breakfast Boutique,"The Breakfast Boutique, 6830 Ogontz Ave, Philadelphia, PA 19138",PA,Philadelphia,40.0586693,-75.14974959999999,4.1
0x89c6c9f8b3e1af07:0x19b836c477e236cb,The Angelo Pizza,"The Angelo Pizza, 229 Market St, Philadelphia, PA 19106",PA,Philadelphia,39.9502888,-75.1446988,4.8,0x89c6c9f8b3e1af07:0x19b836c477e236cb,The Angelo Pizza,"The Angelo Pizza, 229 Market St, Philadelphia, PA 19106",PA,Philadelphia,39.9502888,-75.1446988,4.8
0x89c6b4345b53496f:0xb73863b8e97214ce,De Nofa's Homemade Sausage,"De Nofa's Homemade Sausage, 6946 Torresdale Ave, Philadelphia, PA 19135",PA,Philadelphia,40.0268735,-75.04187809999999,4.6,0x89c6b4345b53496f:0xb73863b8e97214ce,De Nofa's Homemade Sausage,"De Nofa's Homemade Sausage, 6946 Torresdale Ave, Philadelphia, PA 19135",PA,Philadelphia,40.0268735,-75.04187809999999,4.6
0x89c6c7ef14918a27:0x987ce2081f02cebb,China House,"China House, 2045 W Diamond St, Philadelphia, PA 19121",PA,Philadelphia,39.98642,-75.167801,3.6,0x89c6c7ef14918a27:0x987ce2081f02cebb,China House,"China House, 2045 W Diamond St, Philadelphia, PA 19121",PA,Philadelphia,39.98642,-75.167801,3.6
0x89c6b78fdc49fd85:0xb66baa8ce26d7772,New Dragon Star,"New Dragon Star, 1128 W Loudon St, Philadelphia, PA 19141",PA,Philadelphia,40.0254677,-75.1433194,4.1,0x89c6b78fdc49fd85:0xb66baa8ce26d7772,New Dragon Star,"New Dragon Star, 1128 W Loudon St, Philadelphia, PA 19141",PA,Philadelphia,40.0254677,-75.1433194,4.1
0x89c6c8ac064b10e7:0xd549f00be2d4d5f0,City Pizza,"City Pizza, 100 Snyder Ave, Philadelphia, PA 19148",PA,Philadelphia,39.9215082,-75.1485218,4.0,0x89c6c8ac064b10e7:0xd549f00be2d4d5f0,City Pizza,"City Pizza, 100 Snyder Ave, Philadelphia, PA 19148",PA,Philadelphia,39.9215082,-75.1485218,4.0
0x89c6c935afd77ebd:0x48d3003f56d5197,Mirage Lounge Philadelphia,"Mirage Lounge Philadelphia, 119 South St, Philadelphia, PA 19147",PA,Philadelphia,39.941182,-75.14477099999999,4.4,0x89c6c935afd77ebd:0x48d3003f56d5197,Mirage Lounge Philadelphia,"Mirage Lounge Philadelphia, 119 South St, Philadelphia, PA 19147",PA,Philadelphia,39.941182,-75.14477099999999,4.4
0x89c6b7c7e21d3fdd:0x6064cfbca926b093,McDonald's,"McDonald's, 4163 Whitaker Ave, Philadelphia, PA 19124, United States",PA,Philadelphia,40.012418,-75.119005,3.4,0x89c6b7c7e21d3fdd:0x6064cfbca926b093,McDonald's,"McDonald's, 4163 Whitaker Ave, Philadelphia, PA 19124, United States",PA,Philadelphia,40.012418,-75.119005,3.4
0x406ff04796c5b853:0x1dca12f1604140,2 In One Breakfast & Lunch,"2 In One Breakfast & Lunch, 5045 Wissahickon Ave, Philadelphia, PA 19144",PA,Philadelphia,40.0196544,-75.17435859999999,4.0,0x406ff04796c5b853:0x1dca12f1604140,2 In One Breakfast & Lunch,"2 In One Breakfast & Lunch, 5045 Wissahickon Ave, Philadelphia, PA 19144",PA,Philadelphia,40.0196544,-75.17435859999999,4.0
0x89c6c41cad72ed75:0x8716f9063c407b78,Le Mandingue African Restaurant,"Le Mandingue African Restaurant, 6620 Woodland Ave, Philadelphia, PA 19142, United States",PA,Philadelphia,39.9239698,-75.2361698,4.2,0x89c6c41cad72ed75:0x8716f9063c407b78,Le Mandingue African Restaurant,"Le Mandingue African Restaurant, 6620 Woodland Ave, Philadelphia, PA 19142, United States",PA,Philadelphia,39.9239698,-75.2361698,4.2
0x89c6c8854c16c481:0xedd54c48c5c15f46,The Olde Bar,"The Olde Bar, 125 Walnut St, Philadelphia, PA 19106, United States",PA,Philadelphia,39.9469,-75.14409169999999,4.5,0x89c6c8854c16c481:0xedd54c48c5c15f46,The Olde Bar,"The Olde Bar, 125 Walnut St, Philadelphia, PA 19106, United States",PA,Philadelphia,39.9469,-75.14409169999999,4.5
0x89c6c5fce7a2fbed:0xf1212af852e8366b,Oregon Steaks,"Oregon Steaks, 2654 S 10th St, Philadelphia, PA 19148, United States",PA,Philadelphia,39.9161476,-75.164641,4.3,0x89c6c5fce7a2fbed:0xf1212af852e8366b,Oregon Steaks,"Oregon Steaks, 2654 S 10th St, Philadelphia, PA 19148, United States",PA,Philadelphia,39.9161476,-75.164641,4.3
0x89c6b7c7e21d3fdd:0x6064cfbca926b093,McDonald's,"McDonald's, 4163 Whitaker Ave, Philadelphia, PA 19124, United States",PA,Philadelphia,40.012418,-75.119005,3.4,0x89c6b7c7e21d3fdd:0x6064cfbca926b093,McDonald's,"McDonald's, 4163 Whitaker Ave, Philadelphia, PA 19124, United States",PA,Philadelphia,40.012418,-75.119005,3.4
0x89c6c91a37888d63:0x3683abfea034fb7c,Tina's Tacos,"Tina's Tacos, 2327 E York St, Philadelphia, PA 19125",PA,Philadelphia,39.9792884,-75.12550879999999,3.5,0x89c6c91a37888d63:0x3683abfea034fb7c,Tina's Tacos,"Tina's Tacos, 2327 E York St, Philadelphia, PA 19125",PA,Philadelphia,39.9792884,-75.12550879999999,3.5
0x89c6b88f8538f90b:0xde1d9e94735f5546,A's Place,"A's Place, 3722 Main St, Philadelphia, PA 19127",PA,Philadelphia,40.0155346,-75.21106329999999,3.9,0x89c6b88f8538f90b:0xde1d9e94735f5546,A's Place,"A's Place, 3722 Main St, Philadelphia, PA 19127",PA,Philadelphia,40.0155346,-75.21106329999999,3.9
0x89c6c6087bc82649:0xe8cb78b974aa5829,Johnnie's,"Johnnie's, 2240 S 12th St, Philadelphia, PA 19148",PA,Philadelphia,39.9215563,-75.1667326,4.5,0x89c6c6087bc82649:0xe8cb78b974aa5829,Johnnie's,"Johnnie's, 2240 S 12th St, Philadelphia, PA 19148",PA,Philadelphia,39.9215563,-75.1667326,4.5
0x89c6c864ee2ee12d:0x64bc2e482d59e10e,3J's Food Market Northern Liberties,"3J's Food Market Northern Liberties, 801 N 2nd St, Philadelphia, PA 19123",PA,Philadelphia,39.9630295,-75.1405674,4.5,0x89c6c864ee2ee12d:0x64bc2e482d59e10e,3J's Food Market Northern Liberties,"3J's Food Market Northern Liberties, 801 N 2nd St, Philadelphia, PA 19123",PA,Philadelphia,39.9630295,-75.1405674,4.5
0x89c6c9047aa1ba73:0xd30d3c7a03bc6559,Zig Zag BBQ,"Zig Zag BBQ, 2111 E York St, Philadelphia, PA 19125",PA,Philadelphia,39.9822912,-75.1281429,4.8,0x89c6c9047aa1ba73:0xd30d3c7a03bc6559,Zig Zag BBQ,"Zig Zag BBQ, 2111 E York St, Philadelphia, PA 19125",PA,Philadelphia,39.9822912,-75.1281429,4.8
0x89c6c5fce7a2fbed:0xf1212af852e8366b,Oregon Steaks,"Oregon Steaks, 2654 S 10th St, Philadelphia, PA 19148, United States",PA,Philadelphia,39.9161476,-75.164641,4.3,0x89c6c5fce7a2fbed:0xf1212af852e8366b,Oregon Steaks,"Oregon Steaks, 2654 S 10th St, Philadelphia, PA 19148, United States",PA,Philadelphia,39.9161476,-75.164641,4.3
0x89c6c87964d16ecd:0xf4040a4f74b91525,Liberty Pizza & Grill,"Liberty Pizza & Grill, 717 N 7th St, Philadelphia, PA 19123",PA,Philadelphia,39.9644213,-75.1491314,3.5,0x89c6c87964d16ecd:0xf4040a4f74b91525,Liberty Pizza & Grill,"Liberty Pizza & Grill, 717 N 7th St, Philadelphia, PA 19123",PA,Philadelphia,39.9644213,-75.1491314,3.5
0x89c6b8946a43155f:0x69ef111623593079,Chloe's Corner,"Chloe's Corner, 4162 Main St, Philadelphia, PA 19127",PA,Philadelphia,40.0233967,-75.2201721,4.6,0x89c6b8946a43155f:0x69ef111623593079,Chloe's Corner,"Chloe's Corner, 4162 Main St, Philadelphia, PA 19127",PA,Philadelphia,40.0233967,-75.2201721,4.6
0x89c6c9dbd5a20303:0x3f2be79d06f1de1d,Oh Brother Philly,"Oh Brother Philly, 206 Market St, Philadelphia, PA 19106, United States",PA,Philadelphia,39.9496989,-75.1441608,4.6,0x89c6c9dbd5a20303:0x3f2be79d06f1de1d,Oh Brother Philly,"Oh Brother Philly, 206 Market St, Philadelphia, PA 19106, United States",PA,Philadelphia,39.9496989,-75.1441608,4.6
0x89c6b9f0a22a69df:0x2aeb9d203468f4ac,Silver Star Kitchen,"Silver Star Kitchen, 1453 Vernon Rd, Philadelphia, PA 19150",PA,Philadelphia,40.0739685,-75.1666472,4.2,0x89c6b9f0a22a69df:0x2aeb9d203468f4ac,Silver Star Kitchen,"Silver Star Kitchen, 1453 Vernon Rd, Philadelphia, PA 19150",PA,Philadelphia,40.0739685,-75.1666472,4.2
0x89c6c66562a8b733:0x2c1bbc7bb47e57da,Twin Dragon,"Twin Dragon, 2700 Dickinson St, Philadelphia, PA 19146",PA,Philadelphia,39.9343347,-75.189591,4.2,0x89c6c66562a8b733:0x2c1bbc7bb47e57da,Twin Dragon,"Twin Dragon, 2700 Dickinson St, Philadelphia, PA 19146",PA,Philadelphia,39.9343347,-75.189591,4.2
0x89c6b287afdcf559:0xab68839dce1b3f6e,Station Pizza,"Station Pizza, 14102 Bustleton Ave, Philadelphia, PA 19116",PA,Philadelphia,40.131999,-75.01223,3.9,0x89c6b287afdcf559:0xab68839dce1b3f6e,Station Pizza,"Station Pizza, 14102 Bustleton Ave, Philadelphia, PA 19116",PA,Philadelphia,40.131999,-75.01223,3.9
0x89c6c5fce7a2fbed:0xf1212af852e8366b,Oregon Steaks,"Oregon Steaks, 2654 S 10th St, Philadelphia, PA 19148, United States",PA,Philadelphia,39.9161476,-75.164641,4.3,0x89c6c5fce7a2fbed:0xf1212af852e8366b,Oregon Steaks,"Oregon Steaks, 2654 S 10th St, Philadelphia, PA 19148, United States",PA,Philadelphia,39.9161476,-75.164641,4.3
0x89c6c625683ae3c7:0xcb1851fec77142,Blue Duck on Broad,"Blue Duck on Broad, 220 S Broad St, Philadelphia, PA 19102",PA,Philadelphia,39.9485986,-75.1646999,4.1,0x89c6c625683ae3c7:0xcb1851fec77142,Blue Duck on Broad,"Blue Duck on Broad, 220 S Broad St, Philadelphia, PA 19102",PA,Philadelphia,39.9485986,-75.1646999,4.1
0x89c6b7523e087d35:0x584ef6868f8ab44,Chevy's Pizza,"Chevy's Pizza, 7101 Rising Sun Ave, Philadelphia, PA 19111",PA,Philadelphia,40.0582111,-75.0868253,4.8,0x89c6b7523e087d35:0x584ef6868f8ab44,Chevy's Pizza,"Chevy's Pizza, 7101 Rising Sun Ave, Philadelphia, PA 19111",PA,Philadelphia,40.0582111,-75.0868253,4.8
0x89c6c617743e9d61:0xa534e22aa96f79e5,Crown Fried Chicken,"Crown Fried Chicken, 1128 S Broad St, Philadelphia, PA 19146",PA,Philadelphia,39.9368649,-75.1671914,3.8,0x89c6c617743e9d61:0xa534e22aa96f79e5,Crown Fried Chicken,"Crown Fried Chicken, 1128 S Broad St, Philadelphia, PA 19146",PA,Philadelphia,39.9368649,-75.1671914,3.8
0x89c6b75e114352ef:0x1969b9099295dc7b,The Breakfast Boutique,"The Breakfast Boutique, 6830 Ogontz Ave, Philadelphia, PA 19138",PA,Philadelphia,40.0586693,-75.14974959999999,4.1,0x89c6b75e114352ef:0x1969b9099295dc7b,The Breakfast Boutique,"The Breakfast Boutique, 6830 Ogontz Ave, Philadelphia, PA 19138",PA,Philadelphia,40.0586693,-75.14974959999999,4.1
0x89c6b685ee8b89f3:0x7ccfd5107f57135f,Pollo a la Brasa,"Pollo a la Brasa, 6224 Bustleton Ave, Philadelphia, PA 19149",PA,Philadelphia,40.033754,-75.0720618,4.3,0x89c6b685ee8b89f3:0x7ccfd5107f57135f,Pollo a la Brasa,"Pollo a la Brasa, 6224 Bustleton Ave, Philadelphia, PA 19149",PA,Philadelphia,40.033754,-75.0720618,4.3
0x89c6b80c60ee06d9:0x2a72fd3759156a7f,Dunkin',"Dunkin', 2749 W Hunting Park Ave Suite 130, Philadelphia, PA 19129, United States",PA,Philadelphia,40.0077226,-75.17450869999999,3.9,0x89c6b80c60ee06d9:0x2a72fd3759156a7f,Dunkin',"Dunkin', 2749 W Hunting Park Ave Suite 130, Philadelphia, PA 19129, United States",PA,Philadelphia,40.0077226,-75.17450869999999,3.9
0x89c6c5fce7a2fbed:0xf1212af852e8366b,Oregon Steaks,"Oregon Steaks, 2654 S 10th St, Philadelphia, PA 19148, United States",PA,Philadelphia,39.9161476,-75.164641,4.3,0x89c6c5fce7a2fbed:0xf1212af852e8366b,Oregon Steaks,"Oregon Steaks, 2654 S 10th St, Philadelphia, PA 19148, United States",PA,Philadelphia,39.9161476,-75.164641,4.3
0x89c6c5fce7a2fbed:0xf1212af852e8366b,Oregon Steaks,"Oregon Steaks, 2654 S 10th St, Philadelphia, PA 19148, United States",PA,Philadelphia,39.9161476,-75.164641,4.3,0x89c6c5fce7a2fbed:0xf1212af852e8366b,Oregon Steaks,"Oregon Steaks, 2654 S 10th St, Philadelphia, PA 19148, United States",PA,Philadelphia,39.9161476,-75.164641,4.3
0x89c6c5fce7a2fbed:0xf1212af852e8366b,Oregon Steaks,"Oregon Steaks, 2654 S 10th St, Philadelphia, PA 19148, United States",PA,Philadelphia,39.9161476,-75.164641,4.3,0x89c6c5fce7a2fbed:0xf1212af852e8366b,Oregon Steaks,"Oregon Steaks, 2654 S 10th St, Philadelphia, PA 19148, United States",PA,Philadelphia,39.9161476,-75.164641,4.3
0x89c6b8950fd49391:0xcb7b3efa6188ac7e,Smiley's Café,"Smiley's Café, 4251 Main St, Philadelphia, PA 19127",PA,Philadelphia,40.024774,-75.22143539999999,4.7,0x89c6b8950fd49391:0xcb7b3efa6188ac7e,Smiley's Café,"Smiley's Café, 4251 Main St, Philadelphia, PA 19127",PA,Philadelphia,40.024774,-75.22143539999999,4.7
0x89c6b3cdff53290b:0xf2f5d79b3a289532,El Provocon,"El Provocon, 9867 Bustleton Ave, Philadelphia, PA 19115",PA,Philadelphia,40.0924337,-75.0310923,4.5,0x89c6b3cdff53290b:0xf2f5d79b3a289532,El Provocon,"El Provocon, 9867 Bustleton Ave, Philadelphia, PA 19115",PA,Philadelphia,40.0924337,-75.0310923,4.5
