name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,state,url,city,id_sitio
Pasta by Hudson,"Pasta by Hudson, 1000 South, 8th Ave, New York, NY 10019",0x89c259cf2440e273:0xcc2323dd7d1e1eb0,,40.7669606,-73.98298,['Italian restaurant'],4.2,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259cf2440e273:0xcc2323dd7d1e1eb0?authuser=-1&hl=en&gl=us,Nueva York,649
New King Wok,"New King Wok, 2025 Adam Clayton Powell Jr Blvd, New York, NY 10027",0x89c2f61250077329:0xd7c529b96c3f13e0,,40.8065188,-73.9497979,['Chinese restaurant'],4.2,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f61250077329:0xd7c529b96c3f13e0?authuser=-1&hl=en&gl=us,Nueva York,650
Crown Fried Chicken,"Crown Fried Chicken, 2021 Amsterdam Ave, New York, NY 10032",0x89c2f683a2a79975:0xb5a080710c81361e,"No-frills take-out/delivery fried chicken joint, part of a chain known for using halal poultry.",40.8348323,-73.9403895,"['Fried chicken takeaway', 'Delivery Restaurant', 'Sandwich shop']",4.1,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f683a2a79975:0xb5a080710c81361e?authuser=-1&hl=en&gl=us,Nueva York,651
La Crosta,"La Crosta, 436 E 72nd St, New York, NY 10021",0x89c258c1462d6499:0x43aa2b1c10799799,"Neighborhood pizzeria offering many specialty pies, plus Italian pasta entrees & classic Greek fare.",40.766889,-73.954341,"['Pizza restaurant', 'Chicken wings restaurant', 'Italian restaurant', 'Takeout Restaurant', 'Middle Eastern restaurant', 'Pizza delivery']",4.1,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258c1462d6499:0x43aa2b1c10799799?authuser=-1&hl=en&gl=us,Nueva York,652
Spreads Sandwich Shop,"Spreads Sandwich Shop, 441 Park Ave S, New York, NY 10016",0x89c259a7f639453b:0x1037f4e7c425fb4,"Casual cafe featuring bagels, pastries, coffee & gourmet sandwiches with housemade ingredients.",40.7443856,-73.9830819,"['Sandwich shop', 'Takeout Restaurant', 'Salad shop']",4.1,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259a7f639453b:0x1037f4e7c425fb4?authuser=-1&hl=en&gl=us,Nueva York,653
Pret A Manger,"Pret A Manger, 135 W 50th St, New York, NY 10020",0x89c258f8bcfe7d47:0xa49f960997575703,"Counter-serve chain for ready-made sandwiches plus breakfast, coffee, soups & salads.",40.7609904,-73.982246,"['Sandwich shop', 'Deli', 'Restaurant']",4.0,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258f8bcfe7d47:0xa49f960997575703?authuser=-1&hl=en&gl=us,Nueva York,654
Nobody Is Perfect,"Nobody Is Perfect, 235 E 4th St, New York, NY 10009",0x89c2597879f30bf1:0xf583fd68a81761dd,,40.7234802,-73.9826655,"['Italian restaurant', 'Brunch restaurant', 'Cocktail bar', 'Pizza restaurant']",4.0,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2597879f30bf1:0xf583fd68a81761dd?authuser=-1&hl=en&gl=us,Nueva York,655
My Belly’s Playlist,"My Belly’s Playlist, 218 W 35th St, New York, NY 10001",0x89c2585735c12c2f:0xcef4b77c71663db,,40.751789,-73.991033,"['Sandwich shop', 'Delivery Restaurant', 'New American restaurant', 'Restaurant', 'Salad shop']",4.0,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2585735c12c2f:0xcef4b77c71663db?authuser=-1&hl=en&gl=us,Nueva York,656
Peking Garden,"Peking Garden, 3163 Broadway #3, New York, NY 10027",0x89c2f66a0bee22ef:0x4be3c8158d1745d9,,40.8149691,-73.9592449,"['Chinese restaurant', 'Delivery Restaurant']",3.9,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f66a0bee22ef:0x4be3c8158d1745d9?authuser=-1&hl=en&gl=us,Nueva York,657
Mishka SoHo Restaurant,"Mishka SoHo Restaurant, 519 Broome St, New York, NY 10013",0x89c2598c9ee36b29:0xa1934e702283adf3,,40.7236488,-74.003896,['Eastern European restaurant'],3.9,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2598c9ee36b29:0xa1934e702283adf3?authuser=-1&hl=en&gl=us,Nueva York,658
Dunkin',"Dunkin', 175 Varick St, New York, NY 10014",0x89c2598d4765d9d7:0xb733821fb306a5b,Long-running chain serving signature breakfast items & a variety of coffee drinks.,40.727441,-74.0059255,"['Coffee shop', 'Bagel shop', 'Bakery', 'Breakfast restaurant', 'Donut shop', 'Fast food restaurant', 'Takeout Restaurant']",3.9,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2598d4765d9d7:0xb733821fb306a5b?authuser=-1&hl=en&gl=us,Nueva York,659
US Fried Chicken & Pizza,"US Fried Chicken & Pizza, 1453 E New York Ave, Brooklyn, NY 11212",0x89c25c592b8c4481:0x6750c23bcaaf92ab,,40.671118,-73.913946,['Chicken restaurant'],3.9,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25c592b8c4481:0x6750c23bcaaf92ab?authuser=-1&hl=en&gl=us,Nueva York,660
City Lobster & Steak,"City Lobster & Steak, 121 W 49th St, New York, NY 10020",0x89c258ff36b4b8dd:0x2d1a2c0ba67dba63,Large brasserie-style steak & seafood restaurant with a raw bar & pre-theater fixed-price menu.,40.7599864,-73.9822192,"['Seafood restaurant', 'Bar', 'Cocktail bar', 'Oyster bar restaurant', 'Steak house']",3.9,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258ff36b4b8dd:0x2d1a2c0ba67dba63?authuser=-1&hl=en&gl=us,Nueva York,661
Subway,"Subway, 150 W 47th St, New York, NY 10036",0x89c2599434aba5cf:0x6dbf07ac48f57bf8,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",40.7587352,-73.9837766,"['Sandwich shop', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']",3.8,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2599434aba5cf:0x6dbf07ac48f57bf8?authuser=-1&hl=en&gl=us,Nueva York,662
Dunkin,"Dunkin, 2424 Broadway, New York, NY 10024",0x89c25883af324f7b:0xa7d7d9e9de54bc76,Long-running chain serving signature breakfast items & a variety of coffee drinks.,40.7903257,-73.9746105,"['Coffee shop', 'Bagel shop', 'Bakery', 'Breakfast restaurant', 'Donut shop']",3.7,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25883af324f7b:0xa7d7d9e9de54bc76?authuser=-1&hl=en&gl=us,Nueva York,663
Ranch Deli,"Ranch Deli, 980 Columbus Ave, New York, NY 10025",0x89c2f622d0c342f5:0x3be290644d0bfb6c,,40.8007088,-73.9620317,"['Deli', 'Fast food restaurant', 'Takeout Restaurant', 'Sandwich shop']",3.7,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f622d0c342f5:0x3be290644d0bfb6c?authuser=-1&hl=en&gl=us,Nueva York,664
Subway,"Subway, 739 2nd Ave, New York, NY 10016",0x89c259049ac882e5:0x55c81fb781cf4986,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",40.7483794,-73.9735929,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']",3.7,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259049ac882e5:0x55c81fb781cf4986?authuser=-1&hl=en&gl=us,Nueva York,665
Just Salad,"Just Salad, 233 Broadway, New York, NY 10007",0x89c25a18ed4e24c3:0xc5f3788344cf265e,"Customized salads, wraps & smoothies are the specialties of this counter-service chain.",40.7126361,-74.00809939999999,"['Restaurant', 'Health food restaurant', 'Salad shop', 'Vegan restaurant', 'Vegetarian restaurant']",3.7,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25a18ed4e24c3:0xc5f3788344cf265e?authuser=-1&hl=en&gl=us,Nueva York,666
Suma Sushi,"Suma Sushi, 964 Amsterdam Ave, New York, NY 10025",0x89c2f62357a38b7b:0x26cd7ebb5dba760b,Japanese restaurant popular for traditional array of raw fish plates complemented by cooked meals.,40.8014454,-73.9652308,"['Japanese restaurant', 'Asian restaurant', 'Delivery Restaurant', 'Sushi restaurant']",3.7,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f62357a38b7b:0x26cd7ebb5dba760b?authuser=-1&hl=en&gl=us,Nueva York,667
Luna Piena,"Luna Piena, 243 E 53rd St, New York, NY 10022",0x89c258e39ab5a6b1:0xa315dfc58591c65,"Stylish, brick-walled restaurant featuring a menu of Italian fare & wine, plus a back garden.",40.75723,-73.96766,['Italian restaurant'],3.6,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258e39ab5a6b1:0xa315dfc58591c65?authuser=-1&hl=en&gl=us,Nueva York,668
Amigos,"Amigos, 2888 Broadway, New York, NY 10025",0x89c2f63b8a68b665:0xd450d9de40c5c6ba,Bright space offering classic Mexican fare & unique dishes created by a rotation of guest chefs.,40.805536,-73.96531399999999,"['Restaurant', 'Bar', 'Mexican restaurant']",3.5,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f63b8a68b665:0xd450d9de40c5c6ba?authuser=-1&hl=en&gl=us,Nueva York,669
Ariel's Latin Bistro,"Ariel's Latin Bistro, 293 E Houston St, New York, NY 10002",0x89c2598219f59375:0x45679d271adaec43,"Empanadas, ceviche & other Latin-inspired tapas, plus mojitos & cocktails, served in a trendy space.",40.7213466,-73.9840686,"['Latin American restaurant', 'Baby clothing store', 'Bar', 'Bar & grill', 'Bistro', 'Brunch restaurant', 'Caribbean restaurant', 'Cocktail bar', 'Tapas bar', 'Tapas restaurant']",3.2,88,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2598219f59375:0x45679d271adaec43?authuser=-1&hl=en&gl=us,Nueva York,670
Sushi on Jones x Don Wagyu,"Sushi on Jones x Don Wagyu, Gotham West Market, 600 11th Ave, New York, NY 10036",0x89c25a141edd2ed7:0xd17057e75fd95318,"Trendy, high-end restaurant offering premium, Wagyu beef sandwiches in a pint-sized, simple venue.",40.7623377,-73.99675789999999,"['Japanese restaurant', 'Katsudon restaurant', 'Sandwich shop', 'Sushi restaurant', 'Sushi takeaway']",4.3,87,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25a141edd2ed7:0xd17057e75fd95318?authuser=-1&hl=en&gl=us,Nueva York,671
Papadam,"Papadam, 1448 1st Avenue, New York, NY 10021",0x89c258c0b08b0e5f:0x4f06bba1fbd36c02,Regional Indian cuisine & a daily lunch buffet served in quaint quarters with an exposed-brick wall.,40.7698801,-73.95412209999999,"['Indian restaurant', 'Asian restaurant', 'Bar', 'Restaurant', 'South Asian restaurant']",4.3,87,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258c0b08b0e5f:0x4f06bba1fbd36c02?authuser=-1&hl=en&gl=us,Nueva York,672
Suzu,"Suzu, 1075 1st Ave #A, New York, NY 10022",0x89c258e7004a2dbd:0xb637478187c77da0,"Cozy, dark-wood-lined Japanese bistro specializing in classic sushi rolls of all types.",40.759472,-73.9623179,"['Sushi restaurant', 'Asian fusion restaurant', 'Japanese restaurant', 'Delivery Restaurant', 'Takeout Restaurant', 'Udon noodle restaurant']",4.2,87,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258e7004a2dbd:0xb637478187c77da0?authuser=-1&hl=en&gl=us,Nueva York,673
bp,"bp, 2157 Amsterdam Ave, New York, NY 10032",0x89c2f69d6d686869:0x18406490f4443758,,40.8390424,-73.93727179999999,"['Gas station', 'ATM', 'Car wash', 'Convenience store', 'Restaurant']",4.2,87,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f69d6d686869:0x18406490f4443758?authuser=-1&hl=en&gl=us,Nueva York,674
Jef Chinese,"Jef Chinese, 913 2nd Ave, New York, NY 10017",0x89c258e290d5801d:0xa957fe914c94c8d5,Simple Chinese restaurant & takeout selling a long menu of standard dishes & Shanghai fare.,40.7540032,-73.96938709999999,['Chinese restaurant'],3.9,87,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258e290d5801d:0xa957fe914c94c8d5?authuser=-1&hl=en&gl=us,Nueva York,675
Associated Fresh Market of 7th Avenue,"Associated Fresh Market of 7th Avenue, 2444 Adam Clayton Powell Jr Blvd, New York, NY 10030",0x89c2f679965bf0e9:0x91d8eea1b0dcd11,,40.8199552,-73.9406341,"['Grocery store', 'Butcher shop', 'Deli', 'Meat products', 'Produce market', 'Seafood market', 'Supermarket']",3.8,87,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f679965bf0e9:0x91d8eea1b0dcd11?authuser=-1&hl=en&gl=us,Nueva York,676
Sushi Time,"Sushi Time, 300 E 45th St, New York, NY 10017",0x89c2591d2ad80d5b:0x64ea67f90d235669,Modest sushi shop whose variety of lunchtime deals make it a popular mid-day stop.,40.7514962,-73.9705412,"['Japanese restaurant', 'Sushi restaurant']",3.7,87,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2591d2ad80d5b:0x64ea67f90d235669?authuser=-1&hl=en&gl=us,Nueva York,677
Mystik Masala,"Mystik Masala, 399 Park Ave, New York, NY 10022",0x89c258fcffffffff:0x399a36a8291144c,,40.7592169,-73.9719939,"['Indian takeaway', 'Indian restaurant']",4.8,86,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258fcffffffff:0x399a36a8291144c?authuser=-1&hl=en&gl=us,Nueva York,678
ROYCE' Chocolate Madison,"ROYCE' Chocolate Madison, 509 Madison Ave, New York, NY 10022",0x89c258fb9d5fd9af:0xe8243712cd2ee156,,40.7593917,-73.974229,"['Chocolate shop', 'Candy store', 'Chocolate artisan', 'Japanese sweets restaurant']",4.6,86,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258fb9d5fd9af:0xe8243712cd2ee156?authuser=-1&hl=en&gl=us,Nueva York,679
BXL East,"BXL East, 210 E 51st St, New York, NY 10022",0x89c258e3188c8d8b:0x6c89078def0e89d0,Premium beers & mussels are the specialties of this bustling Belgian pub.,40.7560559,-73.9698286,"['Belgian restaurant', 'Restaurant']",4.3,86,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258e3188c8d8b:0x6c89078def0e89d0?authuser=-1&hl=en&gl=us,Nueva York,680
The Gander,"The Gander, 15 W 18th St, New York, NY 10011",0x89c259a2e2145261:0x523b8d9c7d4d28ca,"Innovative pastas & entrees plus snacks & charcuterie in a simple, modern space with a big bar.",40.7391553,-73.9928086,"['American restaurant', 'Wine bar']",4.2,86,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259a2e2145261:0x523b8d9c7d4d28ca?authuser=-1&hl=en&gl=us,Nueva York,681
Nature Works,"Nature Works, 113 E 31st St, New York, NY 10016",0x89c259080a07eec9:0x73ea4a7a409159cf,"Efficient, counter-serve spot for a quick, healthy lunch with many vegetarian options.",40.745047,-73.98186299999999,"['Mexican restaurant', 'Health food restaurant']",4.2,86,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259080a07eec9:0x73ea4a7a409159cf?authuser=-1&hl=en&gl=us,Nueva York,682
Peperino NYC Pizza,"Peperino NYC Pizza, 21 West End Ave, New York, NY 10023",0x89c2592c760ed50b:0x13c9f54ec3826d16,"Corner spot serving up pizza by the slice, specialty pies, heroes & calzones in a casual setting.",40.7727754,-73.99075909999999,['Restaurant'],4.2,86,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2592c760ed50b:0x13c9f54ec3826d16?authuser=-1&hl=en&gl=us,Nueva York,683
Mumtaz,"Mumtaz, 1582 York Ave, New York, NY 10028",0x89c258bc666d4a17:0x7c7f279c8bdc96f0,"Long-running, down-to-earth restaurant serves traditional Indian dishes in comfortable setting.",40.7741338,-73.94822719999999,"['Indian restaurant', 'Delivery Restaurant']",4.2,86,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258bc666d4a17:0x7c7f279c8bdc96f0?authuser=-1&hl=en&gl=us,Nueva York,684
Donostia,"Donostia, 155 Avenue B, New York, NY 10009, United States",0x89c2597709a6e273:0x2da301d43e069f19,"This stylish, intimate bar & cafe serves traditional Basque small plates, plus coffee & cocktails.",40.7266296,-73.9798045,"['Basque restaurant', 'Bar', 'Cafe', 'Market', 'Spanish restaurant']",4.1,86,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2597709a6e273:0x2da301d43e069f19?authuser=-1&hl=en&gl=ae,Nueva York,685
Korilla - Midtown East,"Korilla - Midtown East, 672 Lexington Ave, New York, NY 10022",0x89c258e4dce87c69:0x3c82bb43f417cb38,,40.7601303,-73.970011,['Korean barbecue restaurant'],4.1,86,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258e4dce87c69:0x3c82bb43f417cb38?authuser=-1&hl=en&gl=us,Nueva York,686
7th Street Burger,"7th Street Burger, 91 E 7th St, New York, NY 10009",0x89c259d133978065:0x99bdc2b465b0f424,,40.7269457,-73.9853535,['Hamburger restaurant'],5.0,85,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259d133978065:0x99bdc2b465b0f424?authuser=-1&hl=en&gl=us,Nueva York,687
5C Cafe,"5C Cafe, 68 Loisaida Ave, New York, NY 10009",0x89c25979a967f5ed:0x61312ef88af5ab8b,"Old-school cafe offering veggie bites, beer & wine in cozy digs with varied performing arts events.",40.7226825,-73.97965789999999,"['Cafe', 'Cultural center', 'Delivery service', 'Takeout Restaurant', 'Vegan restaurant']",4.7,85,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25979a967f5ed:0x61312ef88af5ab8b?authuser=-1&hl=en&gl=us,Nueva York,688
Poulette Rotisserie Chicken,"Poulette Rotisserie Chicken, 304 E 49th St, New York, NY 10017",0x89c258e28eac5777:0x58a51dd7c41453cf,,40.7539924,-73.9685831,"['French restaurant', 'Chicken restaurant']",4.5,85,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258e28eac5777:0x58a51dd7c41453cf?authuser=-1&hl=en&gl=us,Nueva York,689
Jack’s Stir Brew Coffee,"Jack’s Stir Brew Coffee, 2 6th Ave, New York, NY 10013",0x89c2598a971ca647:0x7d4cb24a4ed26db6,Organic Fair Trade coffee (brewed using a unique process) plus vegan baked goods.,40.7194085,-74.0049093,"['Coffee shop', 'Bakery', 'Restaurant', 'Tea house', 'Vegan restaurant']",4.5,85,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2598a971ca647:0x7d4cb24a4ed26db6?authuser=-1&hl=en&gl=us,Nueva York,690
Modhu Mita,"Modhu Mita, 2546 Adam Clayton Powell Jr Blvd, New York, NY 10039",0x89c2f67f3a3ab7f3:0x5195e8273d92e419,,40.8234281,-73.93830129999999,"['Indian restaurant', 'Delivery Restaurant']",4.4,85,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f67f3a3ab7f3:0x5195e8273d92e419?authuser=-1&hl=en&gl=us,Nueva York,691
Casa Bocado,"Casa Bocado, 341 Broome St, New York, NY 10013",0x89c259631a469955:0xb3b608dc10b20fc4,"Regional Mexican cuisine paired with a deep tequila list is served in a stylish, light-filled space.",40.7195181,-73.99469859999999,"['Restaurant', 'Bar & grill', 'Mexican restaurant']",4.4,85,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259631a469955:0xb3b608dc10b20fc4?authuser=-1&hl=en&gl=us,Nueva York,692
Chipotle Mexican Grill,"Chipotle Mexican Grill, 150 E 52nd St, New York, NY 10022",0x89c2596b703f4569:0xb9233f50d8fc0a66,"Fast-food chain offering Mexican fare, including design-your-own burritos, tacos & bowls.",40.757417,-73.9709456,"['Mexican restaurant', 'Caterer', 'Fast food restaurant']",4.4,85,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2596b703f4569:0xb9233f50d8fc0a66?authuser=-1&hl=en&gl=us,Nueva York,693
Punto Rojo,"Punto Rojo, 221 1st Avenue, New York, NY 10003",0x89c2597d8f532d73:0xe49028936bb386ba,,40.730894,-73.9831657,"['Colombian restaurant', 'Delivery Restaurant']",4.3,85,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2597d8f532d73:0xe49028936bb386ba?authuser=-1&hl=en&gl=us,Nueva York,694
Yummy City,"Yummy City, 1557 Lexington Ave, New York, NY 10029",0x89c258a7c7891595:0xae5cdd35e3a21721,,40.7880204,-73.9492087,"['Chinese takeaway', 'Delivery Restaurant', 'Restaurant']",4.3,85,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258a7c7891595:0xae5cdd35e3a21721?authuser=-1&hl=en&gl=us,Nueva York,695
Pick and Eat,"Pick and Eat, 4179 Broadway, New York, NY 10034",0x89c2f3f702654391:0x86f89f01d41aaf9b,,40.8474453,-73.93850789999999,"['Health food restaurant', 'Delivery Restaurant', 'Restaurant']",4.1,85,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f3f702654391:0x86f89f01d41aaf9b?authuser=-1&hl=en&gl=us,Nueva York,696
Harlem Besame,"Harlem Besame, 2070 Adam Clayton Powell Jr Blvd, New York, NY 10027",0x89c2f612c001146d:0xd089f3305502fcdf,Bustling family-owned eatery featuring traditional Latin meals & cocktails in a lively atmosphere.,40.808239,-73.94930269999999,"['Latin American restaurant', 'Restaurant']",3.8,85,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f612c001146d:0xd089f3305502fcdf?authuser=-1&hl=en&gl=us,Nueva York,697
Jamba Penn Station Amtrak Level,"Jamba Penn Station Amtrak Level, 1 Penn Station Amtrak Level, New York, NY 10001",0x89c259ae42039ab7:0x795919fbc92fd29,"Straightforward counter-serve chain for smoothies, juices & health-focused light bites",40.750732,-73.99347,"['Juice shop', 'Restaurant']",3.8,85,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259ae42039ab7:0x795919fbc92fd29?authuser=-1&hl=en&gl=us,Nueva York,698
Chelsea Thai,"Chelsea Thai, 192 1st Avenue, New York, NY 10009",0x89c259bf144c69c3:0x89d3a8ab21e063a1,Thai spot in Chelsea Market with a to-go counter (serving noodles & such) & a small grocery section.,40.7296771,-73.98347389999999,"['Thai restaurant', 'Seafood restaurant']",3.6,85,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259bf144c69c3:0x89d3a8ab21e063a1?authuser=-1&hl=en&gl=us,Nueva York,699
Francesca's La Vela Cucina Italiana,"Francesca's La Vela Cucina Italiana, 373 Amsterdam Ave, New York, NY 10024",0x89c25888e633d095:0x1c27498c3bb9b843,Brick-lined standby with old posters on the walls presenting traditional Northern Italian cooking.,40.7821681,-73.9786752,['Italian restaurant'],3.4,85,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25888e633d095:0x1c27498c3bb9b843?authuser=-1&hl=en&gl=us,Nueva York,700
Jua,"Jua, 36 E 22nd St, New York, NY 10010",0x89c2594f201b387d:0xdf648c6313c51875,Modern setting for multicourse Korean tasting menus featuring wood-fired dishes.,40.7396779,-73.9878514,['Korean restaurant'],4.8,84,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2594f201b387d:0xdf648c6313c51875?authuser=-1&hl=en&gl=us,Nueva York,701
Soup Spot,"Soup Spot, 220 W 31st St #2, New York, NY 10001",0x89c259ae37ce6f5b:0x23fd340d9ae954a4,Penn Station-area soup seller creating an ever-changing selection for takeout & delivery.,40.749479,-73.9931534,['Soup restaurant'],4.5,84,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259ae37ce6f5b:0x23fd340d9ae954a4?authuser=-1&hl=en&gl=us,Nueva York,702
Ciao for Now Event Space,"Ciao for Now Event Space, 523 E 12th St, New York, NY 10009",0x89c2590302ce49bd:0x7335c6e5706ed15b,"New American restaurant & bakery serving breakfast, lunch & dinner in a cozy, narrow setting.",40.7287624,-73.9800874,"['Event venue', 'Catering food and drink supplier']",4.5,84,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2590302ce49bd:0x7335c6e5706ed15b?authuser=-1&hl=en&gl=us,Nueva York,703
The Braised Shop 滷味店,"The Braised Shop 滷味店, 241 E 10th St, New York City, NY 10003",0x89c259377e0b384b:0x8d02feb9753441a7,,40.7290407,-73.9848189,['Taiwanese restaurant'],4.3,84,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259377e0b384b:0x8d02feb9753441a7?authuser=-1&hl=en&gl=us,Nueva York,704
Slice Pizza,"Slice Pizza, 700 3rd Ave, New York, NY 10017",0x89c259cea3b62d4d:0x4519bf551f37923f,"Unfussy, counter-serve pizza joint serving brick-oven pies & slices plus buffalo wings.",40.7520339,-73.9738048,"['Pizza restaurant', 'Delivery service', 'Pizza delivery', 'Pizza Takeout']",4.2,84,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259cea3b62d4d:0x4519bf551f37923f?authuser=-1&hl=en&gl=us,Nueva York,705
New York Sal's Pizza,"New York Sal's Pizza, 696 10th Ave, New York, NY 10019",0x89c25851accaf62f:0xf3141406d6fbb2eb,"Compact pizza parlor offering classic, pan & specialty pies, plus sandwiches, pastas & more.",40.763727,-73.992114,"['Italian restaurant', 'Takeout Restaurant', 'Pizza delivery']",4.1,84,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25851accaf62f:0xf3141406d6fbb2eb?authuser=-1&hl=en&gl=us,Nueva York,706
Lucky's Famous Burgers,"Lucky's Famous Burgers, 147 E Houston St, New York, NY 10002",0x89c259846e6a119b:0x22b50a2618acd5dc,Retro-style fast-food spot with burgers (turkey & veggie options available) plus hot dogs & shakes.,40.7230368,-73.989682,"['Hamburger restaurant', 'American restaurant', 'Restaurant']",3.9,84,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259846e6a119b:0x22b50a2618acd5dc?authuser=-1&hl=en&gl=us,Nueva York,707
Wats On Your Plate,"Wats On Your Plate, 513 W 145th St, New York, NY 10031",0x89c2f66339fb7a5b:0xfe5ed42291e9e4ad,,40.8257871,-73.9484969,"['Jamaican restaurant', 'Restaurant']",3.9,84,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f66339fb7a5b:0xfe5ed42291e9e4ad?authuser=-1&hl=en&gl=us,Nueva York,708
Hot Pot Village,"Hot Pot Village, 207 Bowery, New York, NY 10002",0x89c259866d2d074b:0xc57f023fc479141e,Namesake rice porridge headlines a huge menu of Cantonese specialties at this colorful spot.,40.7212755,-73.99341439999999,"['Hot pot restaurant', 'Asian restaurant', 'Bar', 'Cantonese restaurant', 'Chinese restaurant', 'Delivery Chinese restaurant']",3.8,84,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259866d2d074b:0xc57f023fc479141e?authuser=-1&hl=en&gl=us,Nueva York,709
Subway,"Subway, 180-182 Dyckman St, New York, NY 10040",0x89c2f407a1eddf31:0x37895be08863875b,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",40.8642425,-73.9267813,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']",3.6,84,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f407a1eddf31:0x37895be08863875b?authuser=-1&hl=en&gl=us,Nueva York,710
